T[K],T[C],HF[W/g],Cp[J/(gK)],Cp[J/(mo K)],lit-Cp[J/(molK),lit_Cp_(J/mol_K_DIVI,DIVI_B OTRO_SET,H
360.71,87.710,-0.44400,2.6670,277.76,,,,39393,
360.73,87.730,-0.44400,2.6670,277.76,,,,39398,
360.74,87.740,-0.44400,2.6670,277.76,,,,39401,
360.76,87.760,-0.44400,2.6680,277.87,,,,39407,
360.78,87.780,-0.44400,2.6680,277.87,,,,39412,
360.79,87.790,-0.44400,2.6680,277.87,,,,39415,
360.81,87.810,-0.44410,2.6680,277.87,,,,39421,
360.83,87.830,-0.44410,2.6680,277.87,,,,39426,
360.84,87.840,-0.44410,2.6680,277.87,,,,39429,
360.86,87.860,-0.44410,2.6680,277.87,,,,39435,
360.87,87.870,-0.44410,2.6680,277.87,,,,39437,
360.89,87.890,-0.44410,2.6680,277.87,,,,39443,
360.91,87.910,-0.44410,2.6680,277.87,,,,39449,
360.93,87.930,-0.44410,2.6680,277.87,,,,39454,
360.94,87.940,-0.44420,2.6680,277.87,,,,39457,
360.96,87.960,-0.44420,2.6680,277.87,,,,39462,
360.97,87.970,-0.44420,2.6680,277.87,,,,39465,
360.99,87.990,-0.44420,2.6680,277.87,,,,39471,
361.01,88.010,-0.44420,2.6690,277.97,,,,39476,
361.03,88.030,-0.44420,2.6690,277.97,,,,39482,
361.04,88.040,-0.44420,2.6690,277.97,,,,39485,
361.06,88.060,-0.44420,2.6690,277.97,,,,39490,
361.08,88.080,-0.44430,2.6690,277.97,,,,39496,
361.09,88.090,-0.44430,2.6690,277.97,,,,39499,
361.11,88.110,-0.44430,2.6700,278.08,,,,39504,
361.12,88.120,-0.44430,2.6690,277.97,,,,39507,
361.14,88.140,-0.44430,2.6690,277.97,,,,39512,
361.16,88.160,-0.44430,2.6690,277.97,,,,39518,
361.17,88.170,-0.44430,2.6690,277.97,,,,39521,
361.19,88.190,-0.44430,2.6690,277.97,,,,39526,
361.21,88.210,-0.44430,2.6690,277.97,,,,39532,
361.22,88.220,-0.44440,2.6690,277.97,,,,39535,
361.24,88.240,-0.44440,2.6690,277.97,,,,39540,
361.26,88.260,-0.44440,2.6690,277.97,,,,39546,
361.27,88.270,-0.44440,2.6690,277.97,,,,39549,
361.29,88.290,-0.44440,2.6690,277.97,,,,39554,
361.31,88.310,-0.44440,2.6690,277.97,,,,39560,
361.33,88.330,-0.44440,2.6690,277.97,,,,39565,
361.34,88.340,-0.44440,2.6700,278.08,,,,39568,
361.36,88.360,-0.44450,2.6700,278.08,,,,39574,
361.37,88.370,-0.44450,2.6700,278.08,,,,39576,
361.39,88.390,-0.44450,2.6710,278.18,,,,39582,
361.41,88.410,-0.44450,2.6710,278.18,,,,39588,
361.42,88.420,-0.44450,2.6710,278.18,,,,39590,
361.44,88.440,-0.44450,2.6710,278.18,,,,39596,
361.46,88.460,-0.44450,2.6710,278.18,,,,39601,
361.47,88.470,-0.44450,2.6710,278.18,,,,39604,
361.49,88.490,-0.44460,2.6720,278.28,,,,39610,
361.51,88.510,-0.44460,2.6720,278.28,,,,39615,
361.52,88.520,-0.44460,2.6720,278.28,,,,39618,
361.54,88.540,-0.44460,2.6720,278.28,,,,39624,
361.56,88.560,-0.44460,2.6720,278.28,,,,39629,
361.57,88.570,-0.44460,2.6720,278.28,,,,39632,
361.59,88.590,-0.44460,2.6720,278.28,,,,39638,
361.61,88.610,-0.44460,2.6720,278.28,,,,39643,
361.62,88.620,-0.44460,2.6720,278.28,,,,39646,
361.64,88.640,-0.44470,2.6720,278.28,,,,39652,
361.66,88.660,-0.44470,2.6720,278.28,,,,39657,
361.67,88.670,-0.44470,2.6720,278.28,,,,39660,
361.69,88.690,-0.44470,2.6720,278.28,,,,39665,
361.71,88.710,-0.44470,2.6720,278.28,,,,39671,
361.72,88.720,-0.44470,2.6720,278.28,,,,39674,
361.74,88.740,-0.44470,2.6730,278.39,,,,39679,
361.76,88.760,-0.44470,2.6730,278.39,,,,39685,
361.78,88.780,-0.44480,2.6730,278.39,,,,39690,
361.79,88.790,-0.44480,2.6730,278.39,,,,39693,
361.81,88.810,-0.44480,2.6730,278.39,,,,39699,
361.82,88.820,-0.44480,2.6730,278.39,,,,39702,
361.84,88.840,-0.44480,2.6730,278.39,,,,39707,
361.86,88.860,-0.44480,2.6730,278.39,,,,39713,
361.87,88.870,-0.44480,2.6740,278.49,,,,39716,
361.89,88.890,-0.44480,2.6740,278.49,,,,39721,
361.91,88.910,-0.44490,2.6740,278.49,,,,39727,
361.92,88.920,-0.44490,2.6740,278.49,,,,39729,
361.94,88.940,-0.44490,2.6740,278.49,,,,39735,
361.96,88.960,-0.44490,2.6730,278.39,,,,39741,
361.97,88.970,-0.44490,2.6740,278.49,,,,39743,
361.99,88.990,-0.44490,2.6740,278.49,,,,39749,
362.01,89.010,-0.44490,2.6740,278.49,,,,39755,
362.02,89.020,-0.44490,2.6740,278.49,,,,39757,
362.04,89.040,-0.44490,2.6740,278.49,,,,39763,
362.06,89.060,-0.44500,2.6740,278.49,,,,39768,
362.07,89.070,-0.44500,2.6750,278.60,,,,39771,
362.09,89.090,-0.44500,2.6750,278.60,,,,39777,
362.11,89.110,-0.44500,2.6750,278.60,,,,39782,
362.12,89.120,-0.44500,2.6750,278.60,,,,39785,
362.14,89.140,-0.44500,2.6750,278.60,,,,39791,
362.16,89.160,-0.44500,2.6740,278.49,,,,39796,
362.17,89.170,-0.44500,2.6740,278.49,,,,39799,
362.19,89.190,-0.44510,2.6740,278.49,,,,39805,
362.21,89.210,-0.44510,2.6740,278.49,,,,39810,
362.22,89.220,-0.44510,2.6740,278.49,,,,39813,
362.24,89.240,-0.44510,2.6740,278.49,,,,39819,
362.26,89.260,-0.44510,2.6740,278.49,,,,39824,
362.27,89.270,-0.44510,2.6750,278.60,,,,39827,
362.29,89.290,-0.44510,2.6750,278.60,,,,39832,
362.31,89.310,-0.44510,2.6750,278.60,,,,39838,
362.32,89.320,-0.44510,2.6750,278.60,,,,39841,
362.34,89.340,-0.44520,2.6750,278.60,,,,39846,
362.36,89.360,-0.44520,2.6760,278.70,,,,39852,
362.37,89.370,-0.44520,2.6760,278.70,,,,39855,
362.39,89.390,-0.44520,2.6750,278.60,,,,39860,
362.41,89.410,-0.44520,2.6750,278.60,,,,39866,
362.42,89.420,-0.44520,2.6750,278.60,,,,39869,
362.44,89.440,-0.44520,2.6750,278.60,,,,39874,
362.46,89.460,-0.44520,2.6750,278.60,,,,39880,
362.47,89.470,-0.44530,2.6750,278.60,,,,39883,
362.49,89.490,-0.44530,2.6760,278.70,,,,39888,
362.51,89.510,-0.44530,2.6760,278.70,278.73,,,39894,
362.52,89.520,-0.44530,2.6760,278.70,,,,39897,
362.54,89.540,-0.44530,2.6760,278.70,,,,39902,
362.56,89.560,-0.44530,2.6760,278.70,,,,39908,
362.57,89.570,-0.44530,2.6760,278.70,,,,39911,
362.59,89.590,-0.44530,2.6760,278.70,,,,39916,
362.61,89.610,-0.44540,2.6760,278.70,,,,39922,
362.62,89.620,-0.44540,2.6760,278.70,,,,39924,
362.64,89.640,-0.44540,2.6760,278.70,,,,39930,
362.66,89.660,-0.44540,2.6760,278.70,,,,39936,
362.67,89.670,-0.44540,2.6760,278.70,,,,39938,
362.69,89.690,-0.44540,2.6760,278.70,,,,39944,
362.71,89.710,-0.44540,2.6760,278.70,,,,39950,
362.72,89.720,-0.44540,2.6770,278.80,,,,39952,
362.74,89.740,-0.44540,2.6770,278.80,,,,39958,
362.76,89.760,-0.44550,2.6770,278.80,,,,39963,
362.77,89.770,-0.44550,2.6770,278.80,,,,39966,
362.79,89.790,-0.44550,2.6770,278.80,,,,39972,
362.81,89.810,-0.44550,2.6770,278.80,,,,39977,
362.82,89.820,-0.44550,2.6770,278.80,,,,39980,
362.84,89.840,-0.44550,2.6770,278.80,,,,39986,
362.86,89.860,-0.44550,2.6780,278.91,,,,39991,
362.87,89.870,-0.44550,2.6770,278.80,,,,39994,
362.89,89.890,-0.44550,2.6770,278.80,,,,40000,
362.91,89.910,-0.44560,2.6770,278.80,,,,40005,
362.92,89.920,-0.44560,2.6770,278.80,,,,40008,
362.94,89.940,-0.44560,2.6770,278.80,,,,40014,
362.96,89.960,-0.44560,2.6770,278.80,,,,40019,
362.97,89.970,-0.44560,2.6770,278.80,,,,40022,
362.99,89.990,-0.44560,2.6780,278.91,,,,40028,
363.01,90.010,-0.44560,2.6780,278.91,,,,40033,
363.02,90.020,-0.44560,2.6770,278.80,,,,40036,
363.04,90.040,-0.44570,2.6780,278.91,,,,40042,
363.06,90.060,-0.44570,2.6770,278.80,,,,40047,
363.07,90.070,-0.44570,2.6770,278.80,,,,40050,
363.09,90.090,-0.44570,2.6770,278.80,,,,40055,
363.11,90.110,-0.44570,2.6770,278.80,,,,40061,
363.12,90.120,-0.44570,2.6770,278.80,,,,40064,
363.14,90.140,-0.44570,2.6770,278.80,,,,40069,
363.16,90.160,-0.44570,2.6770,278.80,,,,40075,
363.17,90.170,-0.44580,2.6770,278.80,,,,40078,
363.19,90.190,-0.44580,2.6780,278.91,,,,40083,
363.20,90.200,-0.44580,2.6780,278.91,,,,40086,
363.22,90.220,-0.44580,2.6780,278.91,,,,40092,
363.24,90.240,-0.44580,2.6780,278.91,,,,40097,
363.26,90.260,-0.44580,2.6790,279.01,,,,40103,
363.27,90.270,-0.44580,2.6790,279.01,,,,40106,
363.29,90.290,-0.44580,2.6790,279.01,,,,40111,
363.31,90.310,-0.44580,2.6790,279.01,,,,40117,
363.32,90.320,-0.44590,2.6790,279.01,,,,40120,
363.34,90.340,-0.44590,2.6790,279.01,,,,40125,
363.35,90.350,-0.44590,2.6790,279.01,,,,40128,
363.37,90.370,-0.44590,2.6790,279.01,,,,40134,
363.39,90.390,-0.44590,2.6780,278.91,,,,40139,
363.41,90.410,-0.44590,2.6780,278.91,,,,40145,
363.42,90.420,-0.44590,2.6780,278.91,,,,40148,
363.44,90.440,-0.44590,2.6780,278.91,,,,40153,
363.46,90.460,-0.44600,2.6780,278.91,,,,40159,
363.47,90.470,-0.44600,2.6780,278.91,,,,40161,
363.49,90.490,-0.44600,2.6790,279.01,,,,40167,
363.50,90.500,-0.44600,2.6790,279.01,,,,40170,
363.52,90.520,-0.44600,2.6790,279.01,,,,40175,
363.54,90.540,-0.44600,2.6790,279.01,,,,40181,
363.56,90.560,-0.44600,2.6790,279.01,,,,40187,
363.57,90.570,-0.44600,2.6790,279.01,,,,40189,
363.59,90.590,-0.44610,2.6790,279.01,,,,40195,
363.60,90.600,-0.44610,2.6790,279.01,,,,40198,
363.62,90.620,-0.44610,2.6800,279.12,,,,40203,
363.64,90.640,-0.44610,2.6800,279.12,,,,40209,
363.65,90.650,-0.44610,2.6800,279.12,,,,40212,
363.67,90.670,-0.44610,2.6800,279.12,,,,40217,
363.69,90.690,-0.44610,2.6800,279.12,,,,40223,
363.70,90.700,-0.44610,2.6800,279.12,,,,40226,
363.72,90.720,-0.44620,2.6800,279.12,,,,40231,
363.74,90.740,-0.44620,2.6800,279.12,,,,40237,
363.75,90.750,-0.44620,2.6800,279.12,,,,40240,
363.77,90.770,-0.44620,2.6800,279.12,,,,40245,
363.79,90.790,-0.44620,2.6800,279.12,,,,40251,
363.80,90.800,-0.44620,2.6800,279.12,,,,40254,
363.82,90.820,-0.44620,2.6800,279.12,,,,40259,
363.84,90.840,-0.44620,2.6800,279.12,,,,40265,
363.85,90.850,-0.44630,2.6800,279.12,,,,40268,
363.87,90.870,-0.44630,2.6800,279.12,,,,40273,
363.89,90.890,-0.44630,2.6800,279.12,,,,40279,
363.91,90.910,-0.44630,2.6800,279.12,,,,40284,
363.92,90.920,-0.44630,2.6800,279.12,,,,40287,
363.94,90.940,-0.44630,2.6800,279.12,,,,40293,
363.96,90.960,-0.44630,2.6800,279.12,,,,40298,
363.97,90.970,-0.44630,2.6800,279.12,,,,40301,
363.99,90.990,-0.44640,2.6810,279.22,,,,40307,
364.00,91.000,-0.44640,2.6810,279.22,,,,40309,
364.02,91.020,-0.44640,2.6810,279.22,,,,40315,
364.04,91.040,-0.44640,2.6810,279.22,,,,40321,
364.05,91.050,-0.44640,2.6810,279.22,,,,40323,
364.07,91.070,-0.44640,2.6810,279.22,,,,40329,
364.09,91.090,-0.44640,2.6810,279.22,,,,40335,
364.11,91.110,-0.44640,2.6810,279.22,,,,40340,
364.12,91.120,-0.44650,2.6810,279.22,,,,40343,
364.14,91.140,-0.44650,2.6810,279.22,,,,40348,
364.15,91.150,-0.44650,2.6810,279.22,,,,40351,
364.17,91.170,-0.44650,2.6810,279.22,,,,40357,
364.19,91.190,-0.44650,2.6820,279.32,,,,40362,
364.20,91.200,-0.44650,2.6820,279.32,,,,40365,
364.22,91.220,-0.44650,2.6820,279.32,,,,40371,
364.24,91.240,-0.44650,2.6820,279.32,,,,40376,
364.25,91.250,-0.44660,2.6820,279.32,,,,40379,
364.27,91.270,-0.44660,2.6820,279.32,,,,40385,
364.29,91.290,-0.44660,2.6820,279.32,,,,40390,
364.30,91.300,-0.44660,2.6820,279.32,,,,40393,
364.32,91.320,-0.44660,2.6820,279.32,,,,40399,
364.34,91.340,-0.44660,2.6820,279.32,,,,40404,
364.35,91.350,-0.44660,2.6820,279.32,,,,40407,
364.37,91.370,-0.44660,2.6820,279.32,,,,40413,
364.39,91.390,-0.44670,2.6820,279.32,,,,40418,
364.40,91.400,-0.44670,2.6820,279.32,,,,40421,
364.42,91.420,-0.44670,2.6820,279.32,,,,40427,
364.44,91.440,-0.44670,2.6830,279.43,,,,40432,
364.45,91.450,-0.44670,2.6830,279.43,,,,40435,
364.47,91.470,-0.44670,2.6830,279.43,,,,40441,
364.49,91.490,-0.44670,2.6830,279.43,,,,40446,
364.50,91.500,-0.44670,2.6830,279.43,,,,40449,
364.52,91.520,-0.44680,2.6830,279.43,,,,40455,
364.54,91.540,-0.44680,2.6830,279.43,,,,40460,
364.55,91.550,-0.44680,2.6830,279.43,,,,40463,
364.57,91.570,-0.44680,2.6830,279.43,,,,40469,
364.59,91.590,-0.44680,2.6830,279.43,,,,40474,
364.60,91.600,-0.44680,2.6830,279.43,,,,40477,
364.62,91.620,-0.44680,2.6840,279.53,,,,40483,
364.64,91.640,-0.44680,2.6840,279.53,,,,40488,
364.65,91.650,-0.44690,2.6840,279.53,,,,40491,
364.67,91.670,-0.44690,2.6840,279.53,,,,40497,
364.69,91.690,-0.44690,2.6840,279.53,,,,40502,
364.70,91.700,-0.44690,2.6850,279.64,,,,40505,
364.72,91.720,-0.44690,2.6850,279.64,,,,40511,
364.74,91.740,-0.44690,2.6850,279.64,,,,40516,
364.75,91.750,-0.44690,2.6850,279.64,,,,40519,
364.77,91.770,-0.44690,2.6850,279.64,,,,40525,
364.79,91.790,-0.44700,2.6850,279.64,,,,40530,
364.80,91.800,-0.44700,2.6850,279.64,,,,40533,
364.82,91.820,-0.44700,2.6850,279.64,,,,40538,
364.84,91.840,-0.44700,2.6850,279.64,,,,40544,
364.85,91.850,-0.44700,2.6850,279.64,,,,40547,
364.87,91.870,-0.44700,2.6850,279.64,,,,40552,
364.89,91.890,-0.44700,2.6850,279.64,,,,40558,
364.90,91.900,-0.44700,2.6860,279.74,,,,40561,
364.92,91.920,-0.44710,2.6860,279.74,,,,40566,
364.94,91.940,-0.44710,2.6860,279.74,,,,40572,
364.95,91.950,-0.44710,2.6850,279.64,,,,40575,
364.97,91.970,-0.44710,2.6850,279.64,,,,40580,
364.99,91.990,-0.44710,2.6850,279.64,,,,40586,
365.00,92.000,-0.44710,2.6850,279.64,278.28,,,40589,
365.02,92.020,-0.44710,2.6860,279.74,,,,40594,
365.04,92.040,-0.44710,2.6860,279.74,,,,40600,
365.05,92.050,-0.44720,2.6860,279.74,,,,40603,
365.07,92.070,-0.44720,2.6860,279.74,,,,40608,
365.09,92.090,-0.44720,2.6860,279.74,,,,40614,
365.10,92.100,-0.44720,2.6860,279.74,,,,40617,
365.12,92.120,-0.44720,2.6860,279.74,,,,40622,
365.14,92.140,-0.44720,2.6860,279.74,,,,40628,
365.15,92.150,-0.44720,2.6860,279.74,,,,40631,
365.17,92.170,-0.44720,2.6870,279.85,,,,40636,
365.19,92.190,-0.44730,2.6870,279.85,,,,40642,
365.20,92.200,-0.44730,2.6870,279.85,,,,40645,
365.22,92.220,-0.44730,2.6870,279.85,,,,40650,
365.24,92.240,-0.44730,2.6870,279.85,,,,40656,
365.25,92.250,-0.44730,2.6870,279.85,,,,40659,
365.27,92.270,-0.44730,2.6870,279.85,,,,40664,
365.29,92.290,-0.44730,2.6870,279.85,,,,40670,
365.30,92.300,-0.44730,2.6870,279.85,,,,40673,
365.32,92.320,-0.44740,2.6870,279.85,,,,40678,
365.34,92.340,-0.44740,2.6870,279.85,,,,40684,
365.35,92.350,-0.44740,2.6870,279.85,,,,40687,
365.37,92.370,-0.44740,2.6870,279.85,,,,40692,
365.39,92.390,-0.44740,2.6870,279.85,,,,40698,
365.40,92.400,-0.44740,2.6880,279.95,,,,40701,
365.42,92.420,-0.44740,2.6880,279.95,,,,40706,
365.44,92.440,-0.44740,2.6880,279.95,,,,40712,
365.45,92.450,-0.44750,2.6880,279.95,,,,40715,
365.47,92.470,-0.44750,2.6880,279.95,,,,40720,
365.49,92.490,-0.44750,2.6880,279.95,,,,40726,
365.50,92.500,-0.44750,2.6890,280.05,,,,40729,
365.52,92.520,-0.44750,2.6890,280.05,,,,40734,
365.54,92.540,-0.44750,2.6890,280.05,,,,40740,
365.55,92.550,-0.44750,2.6890,280.05,,,,40743,
365.57,92.570,-0.44750,2.6890,280.05,,,,40748,
365.59,92.590,-0.44750,2.6890,280.05,,,,40754,
365.60,92.600,-0.44760,2.6890,280.05,,,,40757,
365.62,92.620,-0.44760,2.6890,280.05,,,,40762,
365.64,92.640,-0.44760,2.6890,280.05,,,,40768,
365.65,92.650,-0.44760,2.6890,280.05,,,,40771,
365.67,92.670,-0.44760,2.6890,280.05,,,,40776,
365.69,92.690,-0.44760,2.6900,280.16,,,,40782,
365.70,92.700,-0.44760,2.6900,280.16,,,,40785,
365.72,92.720,-0.44760,2.6900,280.16,,,,40790,
365.74,92.740,-0.44770,2.6900,280.16,,,,40796,
365.75,92.750,-0.44770,2.6900,280.16,,,,40799,
365.77,92.770,-0.44770,2.6900,280.16,,,,40804,
365.79,92.790,-0.44770,2.6900,280.16,,,,40810,
365.80,92.800,-0.44770,2.6900,280.16,,,,40813,
365.82,92.820,-0.44770,2.6900,280.16,,,,40818,
365.84,92.840,-0.44770,2.6900,280.16,,,,40824,
365.85,92.850,-0.44770,2.6900,280.16,,,,40827,
365.87,92.870,-0.44780,2.6900,280.16,,,,40832,
365.88,92.880,-0.44780,2.6900,280.16,,,,40835,
365.90,92.900,-0.44780,2.6910,280.26,,,,40841,
365.92,92.920,-0.44780,2.6910,280.26,,,,40846,
365.94,92.940,-0.44780,2.6910,280.26,,,,40852,
365.95,92.950,-0.44780,2.6910,280.26,,,,40855,
365.97,92.970,-0.44780,2.6910,280.26,,,,40860,
365.98,92.980,-0.44780,2.6910,280.26,,,,40863,
366.00,93.000,-0.44780,2.6910,280.26,,,,40869,
366.02,93.020,-0.44790,2.6910,280.26,,,,40874,
366.04,93.040,-0.44790,2.6910,280.26,,,,40880,
366.05,93.050,-0.44790,2.6910,280.26,,,,40883,
366.07,93.070,-0.44790,2.6920,280.37,,,,40888,
366.09,93.090,-0.44790,2.6920,280.37,,,,40894,
366.10,93.100,-0.44790,2.6920,280.37,,,,40897,
366.12,93.120,-0.44790,2.6920,280.37,,,,40902,
366.14,93.140,-0.44790,2.6920,280.37,,,,40908,
366.15,93.150,-0.44800,2.6920,280.37,,,,40911,
366.17,93.170,-0.44800,2.6920,280.37,,,,40916,
366.18,93.180,-0.44800,2.6920,280.37,,,,40919,
366.20,93.200,-0.44800,2.6920,280.37,,,,40925,
366.22,93.220,-0.44800,2.6920,280.37,,,,40930,
366.24,93.240,-0.44800,2.6920,280.37,,,,40936,
366.25,93.250,-0.44800,2.6920,280.37,,,,40939,
366.27,93.270,-0.44800,2.6920,280.37,,,,40945,
366.29,93.290,-0.44810,2.6920,280.37,,,,40950,
366.30,93.300,-0.44810,2.6920,280.37,,,,40953,
366.32,93.320,-0.44810,2.6920,280.37,,,,40959,
366.34,93.340,-0.44810,2.6920,280.37,,,,40964,
366.35,93.350,-0.44810,2.6920,280.37,,,,40967,
366.37,93.370,-0.44810,2.6920,280.37,,,,40973,
366.38,93.380,-0.44810,2.6920,280.37,,,,40975,
366.40,93.400,-0.44810,2.6930,280.47,,,,40981,
366.42,93.420,-0.44810,2.6930,280.47,,,,40987,
366.44,93.440,-0.44820,2.6930,280.47,,,,40992,
366.45,93.450,-0.44820,2.6930,280.47,,,,40995,
366.47,93.470,-0.44820,2.6930,280.47,,,,41001,
366.49,93.490,-0.44820,2.6930,280.47,,,,41006,
366.50,93.500,-0.44820,2.6930,280.47,,,,41009,
366.52,93.520,-0.44820,2.6930,280.47,,,,41015,
366.54,93.540,-0.44820,2.6940,280.57,,,,41020,
366.55,93.550,-0.44820,2.6940,280.57,,,,41023,
366.57,93.570,-0.44830,2.6940,280.57,,,,41029,
366.58,93.580,-0.44830,2.6940,280.57,,,,41031,
366.60,93.600,-0.44830,2.6940,280.57,,,,41037,
366.62,93.620,-0.44830,2.6940,280.57,,,,41043,
366.64,93.640,-0.44830,2.6940,280.57,,,,41048,
366.65,93.650,-0.44830,2.6940,280.57,,,,41051,
366.67,93.670,-0.44830,2.6940,280.57,,,,41057,
366.69,93.690,-0.44830,2.6940,280.57,,,,41062,
366.70,93.700,-0.44840,2.6940,280.57,,,,41065,
366.72,93.720,-0.44840,2.6940,280.57,,,,41071,
366.73,93.730,-0.44840,2.6940,280.57,,,,41074,
366.75,93.750,-0.44840,2.6940,280.57,,,,41079,
366.77,93.770,-0.44840,2.6940,280.57,,,,41085,
366.78,93.780,-0.44840,2.6940,280.57,,,,41088,
366.80,93.800,-0.44840,2.6940,280.57,,,,41093,
366.82,93.820,-0.44840,2.6940,280.57,,,,41099,
366.83,93.830,-0.44850,2.6940,280.57,,,,41102,
366.85,93.850,-0.44850,2.6940,280.57,,,,41107,
366.87,93.870,-0.44850,2.6940,280.57,,,,41113,
366.89,93.890,-0.44850,2.6940,280.57,,,,41118,
366.90,93.900,-0.44850,2.6940,280.57,,,,41121,
366.92,93.920,-0.44850,2.6940,280.57,,,,41127,
366.94,93.940,-0.44850,2.6950,280.68,,,,41132,
366.95,93.950,-0.44850,2.6950,280.68,,,,41135,
366.97,93.970,-0.44860,2.6950,280.68,,,,41141,
366.99,93.990,-0.44860,2.6960,280.78,,,,41146,
367.00,94.000,-0.44860,2.6960,280.78,,,,41149,
367.02,94.020,-0.44860,2.6960,280.78,,,,41155,
367.03,94.030,-0.44860,2.6960,280.78,,,,41158,
367.05,94.050,-0.44860,2.6960,280.78,,,,41163,
367.07,94.070,-0.44860,2.6970,280.89,,,,41169,
367.08,94.080,-0.44860,2.6970,280.89,,,,41172,
367.10,94.100,-0.44860,2.6970,280.89,,,,41177,
367.12,94.120,-0.44870,2.6970,280.89,,,,41183,
367.13,94.130,-0.44870,2.6970,280.89,,,,41186,
367.15,94.150,-0.44870,2.6970,280.89,,,,41191,
367.17,94.170,-0.44870,2.6970,280.89,,,,41197,
367.18,94.180,-0.44870,2.6960,280.78,,,,41200,
367.20,94.200,-0.44870,2.6960,280.78,,,,41205,
367.22,94.220,-0.44870,2.6960,280.78,,,,41211,
367.23,94.230,-0.44870,2.6960,280.78,,,,41214,
367.25,94.250,-0.44880,2.6960,280.78,,,,41220,
367.27,94.270,-0.44880,2.6970,280.89,,,,41225,
367.28,94.280,-0.44880,2.6970,280.89,,,,41228,
367.30,94.300,-0.44880,2.6970,280.89,,,,41234,
367.32,94.320,-0.44880,2.6970,280.89,,,,41239,
367.33,94.330,-0.44880,2.6970,280.89,,,,41242,
367.35,94.350,-0.44880,2.6970,280.89,,,,41248,
367.37,94.370,-0.44880,2.6970,280.89,,,,41253,
367.38,94.380,-0.44890,2.6970,280.89,,,,41256,
367.40,94.400,-0.44890,2.6970,280.89,,,,41262,
367.42,94.420,-0.44890,2.6970,280.89,,,,41267,
367.43,94.430,-0.44890,2.6970,280.89,,,,41270,
367.45,94.450,-0.44890,2.6970,280.89,,,,41276,
367.47,94.470,-0.44890,2.6970,280.89,,,,41281,
367.48,94.480,-0.44890,2.6970,280.89,,,,41284,
367.50,94.500,-0.44890,2.6970,280.89,282.09,,,41290,
367.52,94.520,-0.44900,2.6970,280.89,,,,41295,
367.53,94.530,-0.44900,2.6980,280.99,,,,41298,
367.55,94.550,-0.44900,2.6980,280.99,,,,41304,
367.57,94.570,-0.44900,2.6980,280.99,,,,41309,
367.58,94.580,-0.44900,2.6980,280.99,,,,41312,
367.60,94.600,-0.44900,2.6980,280.99,,,,41318,
367.62,94.620,-0.44900,2.6980,280.99,,,,41323,
367.63,94.630,-0.44900,2.6980,280.99,,,,41326,
367.65,94.650,-0.44910,2.6980,280.99,,,,41332,
367.67,94.670,-0.44910,2.6980,280.99,,,,41337,
367.68,94.680,-0.44910,2.6980,280.99,,,,41340,
367.70,94.700,-0.44910,2.6980,280.99,,,,41346,
367.72,94.720,-0.44910,2.6990,281.10,,,,41352,
367.73,94.730,-0.44910,2.6990,281.10,,,,41354,
367.75,94.750,-0.44910,2.6990,281.10,,,,41360,
367.77,94.770,-0.44910,2.6990,281.10,,,,41366,
367.78,94.780,-0.44910,2.6990,281.10,,,,41368,
367.80,94.800,-0.44920,2.6990,281.10,,,,41374,
367.82,94.820,-0.44920,2.6990,281.10,,,,41380,
367.83,94.830,-0.44920,2.6990,281.10,,,,41382,
367.85,94.850,-0.44920,2.6980,280.99,,,,41388,
367.87,94.870,-0.44920,2.6980,280.99,,,,41394,
367.88,94.880,-0.44920,2.6980,280.99,,,,41397,
367.90,94.900,-0.44920,2.6980,280.99,,,,41402,
367.92,94.920,-0.44920,2.6980,280.99,,,,41408,
367.93,94.930,-0.44930,2.6980,280.99,,,,41411,
367.95,94.950,-0.44930,2.6980,280.99,,,,41416,
367.97,94.970,-0.44930,2.6990,281.10,,,,41422,
367.98,94.980,-0.44930,2.6990,281.10,,,,41425,
368.00,95.000,-0.44930,2.6990,281.10,,,,41430,
368.02,95.020,-0.44930,2.6990,281.10,,,,41436,
368.03,95.030,-0.44930,2.6990,281.10,,,,41439,
368.05,95.050,-0.44930,2.6990,281.10,,,,41444,
368.07,95.070,-0.44940,2.6990,281.10,,,,41450,
368.08,95.080,-0.44940,2.6990,281.10,,,,41453,
368.10,95.100,-0.44940,2.6990,281.10,,,,41458,
368.12,95.120,-0.44940,2.6990,281.10,,,,41464,
368.13,95.130,-0.44940,2.6990,281.10,,,,41467,
368.15,95.150,-0.44940,2.6990,281.10,,29693,26569,41472,
368.17,95.170,-0.44940,2.6990,281.10,,,,41478,
368.18,95.180,-0.44940,2.6990,281.10,,,,41481,
368.20,95.200,-0.44950,2.6990,281.10,,,,41486,
368.22,95.220,-0.44950,2.6990,281.10,,,,41492,
368.23,95.230,-0.44950,2.7000,281.20,,,,41495,
368.25,95.250,-0.44950,2.7000,281.20,,,,41501,
368.27,95.270,-0.44950,2.7000,281.20,,,,41506,
368.28,95.280,-0.44950,2.7000,281.20,,,,41509,
368.30,95.300,-0.44950,2.7000,281.20,,,,41515,
368.32,95.320,-0.44950,2.7010,281.30,,,,41520,
368.33,95.330,-0.44960,2.7010,281.30,,,,41523,
368.35,95.350,-0.44960,2.7010,281.30,,,,41529,
368.37,95.370,-0.44960,2.7010,281.30,,,,41534,
368.38,95.380,-0.44960,2.7010,281.30,,,,41537,
368.40,95.400,-0.44960,2.7010,281.30,,,,41543,
